paper_slug,paper_title,level,year,session,section_type,section_title,question_group,question_no,sort_order,prompt,passage,transcript,option_1,option_2,option_3,option_4,answer,explanation,explanation_zh,score,source_question_no,paper_description,source_label,paper_tags,is_published
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,40,40,去年姉に子供が生まれた。2、3か月に1回ぐらい会っているが、会う(   ) 大きくなっていて、びっくりする。,,,たびに,うちに,間に,前に,1,"(40)正解:1译文:去年姐姐生了孩子,大概两三个月就会见一面,但是每次见面都会发现孩子又长大了一些,震惊。
1.~たびに:表示””每当……就……””,若后项是表示变化的词,则表示随前项的反复出现后项也在发生变化。由于是经常发生,所以动词基本上 不使用过去时。
2.~うちに:前面是表示状态或时间的词,表示在某一期间内,后面是在这一期间内发生的情况。
3.～間に:表示“在……期间”。
4.～前に:く意味>表示 B  项行为发生在A  项行为之前。可译为汉语的“……之前”。","(40)正解:1译文:去年姐姐生了孩子,大概两三个月就会见一面,但是每次见面都会发现孩子又长大了一些,震惊。
1.~たびに:表示””每当……就……””,若后项是表示变化的词,则表示随前项的反复出现后项也在发生变化。由于是经常发生,所以动词基本上 不使用过去时。
2.~うちに:前面是表示状态或时间的词,表示在某一期间内,后面是在这一期间内发生的情况。
3.～間に:表示“在……期间”。
4.～前に:く意味>表示 B  项行为发生在A  项行为之前。可译为汉语的“……之前”。",1,40,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,41,41,私は10年前から同じかばんを()続けている。,,,使 う,使い,使おう,使った,2,"(41)正解:2解析:我从10年前开始, 一直使用一样的背包。
要点:动词ます形式+続けてる。","(41)正解:2解析:我从10年前开始, 一直使用一样的背包。
要点:动词ます形式+続けてる。",1,41,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,42,42,田中さんがわたしの方に(  )見えました。,,,走っていくことが,走ってくることが,走ってくることのが,走っていくのが,4,"(42)正解:4解析:我看见田中先生正在朝我的方向走来。
要点:首先朝向问题,是朝我走来, 「行く」和「来る」两个词中,要选择有过来的意思的「来る」。「の」和「こと」的用法是名词化用法的区 分,“見る見える”“聞く聞こえる”“感じる”等表示感知动词的前面一定要使用「の」。","(42)正解:4解析:我看见田中先生正在朝我的方向走来。
要点:首先朝向问题,是朝我走来, 「行く」和「来る」两个词中,要选择有过来的意思的「来る」。「の」和「こと」的用法是名词化用法的区 分,“見る見える”“聞く聞こえる”“感じる”等表示感知动词的前面一定要使用「の」。",1,42,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,43,43,山田「ジョンくんは、毎日バスケットポールの練習をしているんですか。」 ジョン「はい。早く試合に(   )なりたいんです。」,,,出られるように,出れれるダメに,出させるように,出させるために,1,"(43)正解:1解析:山田:约翰,你每天都要练习打篮球吗?
约翰:是的,我想早点参加比赛。
要点:动词可能形+ように,为了能够做某事。","(43)正解:1解析:山田:约翰,你每天都要练习打篮球吗?
约翰:是的,我想早点参加比赛。
要点:动词可能形+ように,为了能够做某事。",1,43,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,44,44,今朝はすごい雨だったが、今はもう(   ),,,降っている,降っていない,降る,降らない,2,"(44)正解:2解析:今天雨下的很大,但是现在已经不下雨了。
要点:这道题目主要考察的是动词的时态变化。按照句意,有提示词が,所以可以确定后面是相反的句意,排除1和3。并且这句话强调“现在” 的时态,使用「ている」的进行时态。","(44)正解:2解析:今天雨下的很大,但是现在已经不下雨了。
要点:这道题目主要考察的是动词的时态变化。按照句意,有提示词が,所以可以确定后面是相反的句意,排除1和3。并且这句话强调“现在” 的时态,使用「ている」的进行时态。",1,44,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,45,45,西川「あ、森さん、携帯電話がポケットから()よ。」 森「本当だ。ありがとうごさいます。」,,,落ちるそうです,落ちそうです,落とすそうです,落としそうです,2,"(45)正解:2解析:西川:森先生,你的手机好像要掉下来了。
森:啊,真的啊,谢谢你的提醒。
要点:按照句意,是好像要掉下来。“落とす”是他动词,意思是把xxx  弄掉；「落ちる」是自动词,强调客观,意思自己掉下来。先选「落ちる」。 「そう」表样态推测,接动词ます形。","(45)正解:2解析:西川:森先生,你的手机好像要掉下来了。
森:啊,真的啊,谢谢你的提醒。
要点:按照句意,是好像要掉下来。“落とす”是他动词,意思是把xxx  弄掉；「落ちる」是自动词,强调客观,意思自己掉下来。先选「落ちる」。 「そう」表样态推测,接动词ます形。",1,45,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,46,46,A「今度駅前に新しいケーキ屋さんができる( )ね」 B「本当ですか。楽しみですね。」,,,でしょう,といい,ほうがいい,みたいだ,4,"(46)正解:4解析:A“这次车站前面好像要开一家新的蛋糕店。” B “真的吗?很期待呢。”
1. でしょう表示确认,推量。    2. といい表愿望,表劝说。    3. ほうが   表示... 比较好。     4. みたい表推测,好像。","(46)正解:4解析:A“这次车站前面好像要开一家新的蛋糕店。” B “真的吗?很期待呢。”
1. でしょう表示确认,推量。    2. といい表愿望,表劝说。    3. ほうが   表示... 比较好。     4. みたい表推测,好像。",1,46,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,47,47,この花は、土が乾いたら水をやる必要があるが、(   )。水が多いと根が腐ってしまら。,,,やりすぎるのもよくない,やらなくていいのがいい,やってやるのもよくない,やらないでおくのがいい,1,"(47)正解:1解析:这种花,土干了就需要浇水,但是水太多也不好。水多了根就烂了。
要点:根据最后一句【水多了根会腐烂】,故选1。やりすぎるのもよ〈ない,水太多也不好。","(47)正解:1解析:这种花,土干了就需要浇水,但是水太多也不好。水多了根就烂了。
要点:根据最后一句【水多了根会腐烂】,故选1。やりすぎるのもよ〈ない,水太多也不好。",1,47,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,48,48,"(患者が病院に電話をする)
受付の人「はい。山田病院でごさいます。」
患者「すみません。10時に予約した田中と申しますが、11時に()。」",,,変えましょうか,変えたほうがいいですか,かえていただきましょう,かえていただけないでしょうか,4,"(48)正解:4解析:(患者给医院打电话。)
前台:“是的,这里是山田医院。”
患者:“打扰了,我是预约了10 点的田中,能不能改到11 点 ? ”
要点:3和4二者都是自谦语的表达。根据句意,这里是询问是不是能够更改时间,故选4。
問題7","(48)正解:4解析:(患者给医院打电话。)
前台:“是的,这里是山田医院。”
患者:“打扰了,我是预约了10 点的田中,能不能改到11 点 ? ”
要点:3和4二者都是自谦语的表达。根据句意,这里是询问是不是能够更改时间,故选4。
問題7",1,48,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,49,49,この小学生は<u>____</u> <u>____</u>    <u>★</u><u>___</u> <u>_____</u>問題を簡単に解いてしまう。,,,大 人,ような,でも,解けない,3,"(49)正解:3译文: 这个小学生能够轻松地解决就连大人都无法解决的问题。
要点: 名词+でも~ない:  就连......也无法.......。因此选项134 应该放在一起。正确顺序:1-3-4-2。","(49)正解:3译文: 这个小学生能够轻松地解决就连大人都无法解决的问题。
要点: 名词+でも~ない:  就连......也无法.......。因此选项134 应该放在一起。正确顺序:1-3-4-2。",1,49,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,50,50,去年、初めて 一人で海外を旅行した。行く前は心配なこともあったが、 <u>____</u> <u>____</u> <u>___</u><u>★  </u> <u>_____</u>だった。,,,楽しいこと,ばかり,旅行していた,2過間法,1,"(50)正解:1 译文: 去年第一次一个人去国外旅行。去之前也有担心的事情,但是旅行的两周遇到的全是开心的事。
要点: 名词+ばかり:用于限定某一事物,表示该事物的出现频率高于其他,只有这个没有别的。因此选项12 应该放在一起。
选项3用来修饰名词,因此应该放在选项4 前面。正确顺序:3-4-1-2。","(50)正解:1 译文: 去年第一次一个人去国外旅行。去之前也有担心的事情,但是旅行的两周遇到的全是开心的事。
要点: 名词+ばかり:用于限定某一事物,表示该事物的出现频率高于其他,只有这个没有别的。因此选项12 应该放在一起。
选项3用来修饰名词,因此应该放在选项4 前面。正确顺序:3-4-1-2。",1,50,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,51,51,A「 昨日は日曜日だったから、遊園地は人が多かったでしょう?」 B「いや、<u>_____</u> <u>_____</u> <u>___</u><u>★</u><u>___</u> <u>_____</u>いませんでしたよ。」,,,いた,込んで,ほど,思って,3,"(51)正解:3译文: A:  “昨天是周日,游乐园人很多吧。”
B:  “不,没有想象中那么拥挤。” 要点: ~は~ほど~な い: ……没有……那么 ……。
最后一条划线的后面是「いません」,结合选项可以推断前面应该是「动词て形」。根据句
意可得知,实际情况是“不拥挤”因此可以判定选项2 放在最后。选项4 后面只能接「いた」, 不可能接「ほど」,而且「ほど」不可能放在最前面。 正确顺序:4-1-3-2。","(51)正解:3译文: A:  “昨天是周日,游乐园人很多吧。”
B:  “不,没有想象中那么拥挤。” 要点: ~は~ほど~な い: ……没有……那么 ……。
最后一条划线的后面是「いません」,结合选项可以推断前面应该是「动词て形」。根据句
意可得知,实际情况是“不拥挤”因此可以判定选项2 放在最后。选项4 后面只能接「いた」, 不可能接「ほど」,而且「ほど」不可能放在最前面。 正确顺序:4-1-3-2。",1,51,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,52,52,一人暮らしを始めて、両親が每日仕事 <u>を    </u> <u>____</u> <u>___</u><u>★</u><u>___</u> <u>____</u>なことだったか、よくわかった。,,,どれだけ,しなから,食事の準備や洗濯を,してくれいたことが,4,"(52)正解:4译文: 开始自己一个人生活了オ发现父母每天边工作边为我准备饭菜和洗衣服是多么辛苦的事情。
要点:~ながら~ている:一边……一边 …… 。因此可以判定选项234 应该放在一起。正确顺序:2-3-4-1。","(52)正解:4译文: 开始自己一个人生活了オ发现父母每天边工作边为我准备饭菜和洗衣服是多么辛苦的事情。
要点:~ながら~ている:一边……一边 …… 。因此可以判定选项234 应该放在一起。正确顺序:2-3-4-1。",1,52,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,53,53,医者「<u>_____</u> <u>_____</u> <u>___</u><u>★</u><u>___</u> <u>_____</u>いいですよ。」,,,なって,いたら,熟がさかって,あしたに,3,"(53)正解:3译文: 患者:“医生,我明天可以泡澡吗?”
医生:“到了明天,如果退烧的话就可以哟。”
要点:名词+になる:到了……,变成 …… 。因此选项4 和选项2 应该放在一起。
~たら~いい:表示劝诱和建议,如果……就可以。因此选2 要放在最后一个空。正确顺序:4-1-3-2。
問題 8","(53)正解:3译文: 患者:“医生,我明天可以泡澡吗?”
医生:“到了明天,如果退烧的话就可以哟。”
要点:名词+になる:到了……,变成 …… 。因此选项4 和选项2 应该放在一起。
~たら~いい:表示劝诱和建议,如果……就可以。因此选2 要放在最后一个空。正确顺序:4-1-3-2。
問題 8",1,53,,Word人工校对,"word,manual-reviewed",0
